ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Example_Comment_English,Example_URL,Sense_IDs
XV000232,tkw,moe pe li-apinu ene,,,kitchen [lit. house where one cooks],,,,,SN000166 ; SN001157
XV000233,tkw,Apono i-somoli otovo peini mwoe iupa.,,,The hurricane damaged the roof of our house.,,,,,SN000167 ; SN000739 ; SN001996
XV000234,tkw,"Dapa li-le ne ene tae, ka ene ni-aptei ñe lek’ one.",,,"They were not believing me, so I swore on my cross-cousin's life.",,,,,SN000168
XV000235,tkw,Ni-romo lek’ one emele tae. – Pe i-kae? – Pe ni-ovei pe ni-aptei ñei.,,,I can't have any eye contact with my female cross-cousin. – Why so? – Because she's the one I can swear on.,,,,,SN000168
XV000236,tkw,Vilisao i-ka i-arevo toñaki pon kula tilu na.,,,The tornado split the ship into two halves.,,,,,SN000170 ; SN002345 ; SN002541
XV000237,tkw,Li-arevo uo.,,,They have destroyed the cairn.,,,,,SN000170
XV000238,tkw,li-asai lusa idi,,,sew a shirt,,,,,SN000171 ; SN001199
XV000239,tkw,Ni-woi basa ene li-asai.,,,"I banged by head, and it was stitched up.",,,,,SN000172 ; SN002755
XV000240,tkw,Uña asodo dapa li-avo ne bonge.,,,Bats hang in caves.,,,,,SN000174 ; SN000203 ; SN000344
XV000241,tkw,li-katei asoe,,,pull a vine (in the bush),,,,,SN000175
XV000242,tkw,Ata ini kape i-le ne Popokia.,,,His soul will travel to Popokia.,,,abode of the Dead,,SN000176
XV000243,tkw,"Nga u-le, ata tadoe kap' i-ejau bas' eo mumule.",,,"If you go there, the (evil) spirit of Ghosts can make your head go crazy.",,,,,SN000176
XV000244,tkw,Ka li-te ka li-te ate.,,,"They stayed there, and stayed forever.",,,,,SN000178
XV000245,tkw,"Voko i-wene po, ka i-wene ate.",,,"That rock remained there, and remained forever.",,,,,SN000178
XV000246,tkw,I-atevo iepiene ni-la mama ini.,,,I recorded his voice as he told the story.,,,,,SN000180 ; SN001241
XV000247,tkw,Li-atevo iepiene pe noma ka li-oburo.,,,We tell old stories and we sing songs.,,,,,SN000180
XV000248,tkw,Vana li-atevo eo ka li-ko bwara moro waini kape u-tabo u-vagasi dapa.,,,"They often talk about you, and they hope that one day you will visit them again.",,,,,SN000181 ; SN001460
XV000249,tkw,Da viñevi li-ativi dapa ñe tekume.,,,The women girt themselves with a 'tekume' cloth.,,,,https://doi.org/10.24397/pangloss-0003352#S22,SN000183 ; SN002167
XV000250,tkw,Ne-ko ne-le ne atone.,,,Let me go to the bush-toilet.,,,,,SN000184
XV000251,tkw,U-atui etapu!,,,Don't make too much effort!,,,,,SN000185
XV000252,tkw,I-atui i-atui: tae! i-tabo i-le.,,,"He tried on and on, with no success, and went back.",,,,https://doi.org/10.24397/pangloss-0003352#S78,SN000185
XV000253,tkw,Pe-ka p-atui botu 'none!,,,Come and have a go at (lifting) my boat!,,,,,SN000186 ; SN000362
XV000254,tkw,Ni-atui pe ni-mokoiu.,,,I had a hard time finding sleep.,,,,,SN000187
XV000255,tkw,Li-atui pe li-ka.,,,They didn't manage to come.,,,,,SN000187
XV000256,tkw,li-au via kulevelu,,,pluck children feathers,,,,,SN000188 ; SN002505
XV000257,tkw,Li-au basa kava iune.,,,They pulled out a head of kava.,,,,,SN000189
XV000258,tkw,"Pi-romo uie i-maili pine, ka pi-au.",,,"When its leaves have grown big, it's time to harvest them.",,,taros,,SN000189
XV000259,tkw,Vono i-sodo li-le li-au jebute.,,,In the morning they went to harvest some (water) taros.,,,,https://doi.org/10.24397/pangloss-0003351#S128,SN000189 ; SN001106 ; SN001995
XV000260,tkw,Kape li-au ñe uie baudo.,,,We will wrap (the food) with 'baudo' leaves.,,,,,SN000190 ; SN000270
XV000261,tkw,U-au ñe pepa.,,,Wrap it in paper.,,,,,SN000190
XV000262,tkw,Ava ini ukiliro.,,,Its wings are colourful.,,,,,SN000192
XV000263,tkw,"U-toe dekele namuko, ava ka wabasa mina.",,,"You cut off the fish's tail, side fins and head.",,,,,SN000193 ; SN000768
XV000264,tkw,Menuko ka i-ava.,,,The bird has flown away.,,,,,SN000195
XV000265,tkw,Ai-ava iu ñe vakaboro?,,,Did you fly (in the sky) in a plane?,,,,,SN000196 ; SN000711 ; SN001644 ; SN002433
XV000266,tkw,I-avi voko iote po wabulubu.,,,He picked up a stone that was round.,,,,https://doi.org/10.24397/pangloss-0003352#S99,SN000200
XV000267,tkw,Awoiu pon li-avi otovo.,,,Then they picked sago leaves (from the trees).,,,,,SN000200
XV000268,tkw,Li-avi visiboko ñe aviro.,,,You remove the oven stones with the tongs.,,,,,SN000200 ; SN000202 ; SN001644 ; SN002581
XV000269,tkw,Telau i-avo boso iawo.,,,The food basket is hanging above the fire.,,,,,SN000204 ; SN000350 ; SN000667 ; SN002174
XV000270,tkw,Basa ene i-avo.,,,I’m feeling dizzy.,,,drinking kava,,SN000205
XV000271,tkw,Toñaki ka i-avo ka i-tab' i-le.,,,"The ship remained afloat, and began its way back.",,,,,SN000206
XV000272,tkw,Toñaki ka i-avo tetake re.,,,The ship is moored over there.,,,,,SN000207
XV000273,tkw,Li-avo tepapa ka li-apilo toñaki.,,,They made planks (by splitting wood) to build a ship.,,,,https://doi.org/10.24397/pangloss-0003270#S2,SN000208 ; SN002223
XV000274,tkw,ekuo pe li-avo luro,,,a stick used to husk coconuts,,,,,SN000209 ; SN000532
XV000275,tkw,Awa ene i-meli.,,,I have a sore throat.,,,,,SN000212
XV000276,tkw,Awa ene i-su.,,,"[my throat is blocked, ~su3] I am sorry.",,,,,SN000213
XV000277,tkw,Awa ene i-aka.,,,"[my throat blows, ~aka1] I am angry.",,,,,SN000213
XV000278,tkw,Awa ene motoro ñe piene pe a-viñ' ene.,,,[my throat/mind is heavy…] I give a lot of consideration to your words.,,,,,SN000213
XV000279,tkw,Awa ene ni-ko ne-sava teve teliki.,,,I want to buy it from the chief.,,,,,SN000214 ; SN002263
XV000280,tkw,"Awa eo i-viane? – Tae, ni-mene!",,,"Do you want it? – No, I don't.",,,,,SN000214 ; SN001340
XV000281,tkw,Awa eo i-viaene pwo nga iu.,,,Thy will be done on earth as it is in heaven.,,,prayer,,SN000215 ; SN001893
XV000282,tkw,Emele pon i-katau awa ene!,,,This girl sure suits my desire!,,,hum,,SN000215
XV000283,tkw,Ka ni-la awa eo.,,,I understand what you mean.,,,,,SN000216
XV000284,tkw,Awa ini engaiote.,,,[her neck/mind is different] She doesn't have the same point of view.,,,,,SN000216 ; SN000576
XV000285,tkw,Awa ini abia.,,,He has lots of ideas.,,,,,SN000216
XV000286,tkw,Awa ene i-ko “Kape wako.”,,,I thought to myself: “It's going to be alright.”,,,,,SN000217
XV000287,tkw,Awa ene ni-ko kape le-l’ l-aneve Toplau.,,,I want them to go clean up the men's house.,,,,,SN000218 ; SN000941
XV000288,tkw,Awa ene ne-ko me le-la awis pine iakapa le-lamini tili’ akapa Dr Alex.,,,I would like us to extend our big thanks to our friend Dr Alex.,,,,,SN000218 ; SN001088
XV000289,tkw,Awa ene i-viaene tamwase!,,,I absolutely love it!,,,,,SN000219 ; SN002090 ; SN002519
XV000290,tkw,"Ewe, nga awa eo i-viane.",,,"Alright, if you want.",,,,,SN000220 ; SN001658
XV000291,tkw,Awa kupa i-viane pi-ko u-le u-romo tadoe akapa.,,,We'd like you to go and meet our god.,,,,,SN000220
XV000292,tkw,"Li-mali iawo ne lema awene, semame añaña longe.",,,"We light a fire inside the stone oven, using small bits of firewood.",,,,,SN000221 ; SN001958
XV000293,tkw,Emel' iote i-le i-wowo revo i-ka i-sabisi se awene.,,,"A woman went to draw saltwater, and brought it back to pour it above the oven.",,,,,SN000221 ; SN001921 ; SN001940 ; SN002776
XV000294,tkw,Awis pine !,,,Thanks!,,,,,SN000222
XV000295,tkw,"Awisi, aia! K’ awoiu. Wako.",,,"Thanks, my friend. That’s the end (of the story). Alright.",,,,,SN000223
XV000296,tkw,Awis pine tamwase.,,,Many thanks (for your attention).,,,,,SN000223 ; SN002090
XV000297,tkw,Ne-ko ne-la awis pine iakapa ne-mini tili’ akapa pe i-si diksoneri akapa.,,,"I’d like to extend our deep gratitude to our brother, for the dictionary he has written.",,,,,SN000224 ; SN001048
XV000298,tkw,donga awo,,,the lid of the [small box containing] lime,,,,https://doi.org/10.24397/pangloss-0003350#S25,SN000225 ; SN000484
XV000299,tkw,Mobo ngapiene awoiu.,,,"Tomorrow, the festival will be over.",,,,https://doi.org/10.24397/pangloss-0003351#S141,SN000226
XV000300,tkw,Ka awoiu pon ta.,,,(the story) it's over.,,,closing formula,,SN000226
XV000301,tkw,Ra awoiu.,,,"It went on and on, until it finished.",,,,,SN000226
XV000302,tkw,"Li-langatene i-le i-le i-le, ebieve iote awoiu.",,,"They worked on and on, for a whole month. [lit. and a month finished]",,,,,SN000226
XV000303,tkw,Na kape dapa iakapa awoiu na ta!,,,Now our people will be doomed!,,,,,SN000227 ; SN001540
XV000304,tkw,Dapa li-koie ne lema kuo awoiu nao.,,,They had finished climbing on board.,,,,,SN000228
XV000305,tkw,"Li-iu tepapa i-dai awoiu, blateno ka li-toe li-kamai.",,,"Once they had buried the planks in circle, they brought in the ritual pole.",,,,https://doi.org/10.24397/pangloss-0003351#S115,SN000228
XV000306,tkw,"La-wamu i-wene pon, awoiu da ka la-tab' la-ka.",,,"So they hid it somewhere, and then they came back.",,,,https://doi.org/10.24397/pangloss-0003351#S85,SN000229
XV000307,tkw,Li-womanga dapa awoiu.,,,They fed them all.,,,following pronoun,https://doi.org/10.24397/pangloss-0003352#S34,SN000230
XV000308,tkw,"Kiapa abia ponu na bwara awoiu ne sekele, nanana.",,,"All of us here, we were all in our gardens, earlier today.",,,floating quantifier,,SN000230
XV000309,tkw,Kupa ka pi-le awoiu ne temotu tilu pon tae.,,,We did not all go to the two small islands. (i.e. Some stayed on the mainland),,,floating quantifier,https://doi.org/10.24397/pangloss-0003352#S57,SN000230
XV000310,tkw,Na ngaten' ae ba?,,,Hey what (the hell) is this?!,,,,,SN000231
XV000311,tkw,ba vilo,,,flower stem,,,,,SN000232
XV000312,tkw,ba ote,,,stem of sago palm,,,,,SN000232 ; SN001743
XV000313,tkw,Ka ba wopine ponu!,,,Look at those huge (taro) stalks!,,,,,SN000232 ; SN002769
XV000314,tkw,"Keba ba-bwatui ba-ko ba-mata ini, ia metae.",,,"We tried to rock him (asleep), but no way!",,,,,SN000235 ; SN000397 ; SN000878 ; SN001276 ; SN001363
XV000315,tkw,"Totokale na, keba ba-kila keba.",,,"In that photo, we are getting married. [lit. we are marrying ourselves/each other]",,,reflexive construction,,SN000235 ; SN000878
XV000316,tkw,Bara ba-te ba-botongo okoro ponu.,,,I'm afraid you may be sitting on my knife.,,,realis interpretation,,SN000236 ; SN000356 ; SN002133
XV000317,tkw,“Minga kape ba-le?” I-ko “Mobo.”,,,“When will you leave?” – “Tomorrow.”,,,irrealis interpretation,https://doi.org/10.24397/pangloss-0003351#S55,SN000236 ; SN000810 ; SN001107 ; SN001398 ; SN001413
XV000318,tkw,Ba-te puna kela tae!,,,"You (two), keep quiet!",,,irrealis (imperative) interpretation,,SN000236 ; SN001874
XV000319,tkw,"Bai-te ra ra ra, ba-lengi temaka pe i-ekili.",,,"We were at home, when we suddenly felt the place tremble.",,,1exc:Dual interpretation,,SN000237 ; SN002198
XV000320,tkw,Ni-ta ñe balawe.,,,I cut up a pineapple.,,,,,SN000238
XV000321,tkw,mata bale,,,sprout of breadfruit tree,,,,,SN000239 ; SN001274
XV000322,tkw,vese bale,,,breadfruit seeds,,,,,SN000239
XV000323,tkw,uie bale,,,breadfruit leaves,,,,,SN000239
XV000324,tkw,U-bi bale u-toe u-ajau tepwoe.,,,"You pick some breadfruit, cut it, and make dried-breadfruit with it.",,,,,SN000239 ; SN000516
XV000325,tkw,lavatunu peini bale,,,breadfruit pudding,,,,,SN000239
XV000326,tkw,"Teliki Makumoso Banie i-waivo idi mwaliko ñe telepakau, ñe maluo.",,,"Our Great Lord Banie instructed people with the Law, with our way of life.",,,,,SN000245 ; SN001520 ; SN001645
XV000327,tkw,"Banie, pon Teliki iaidi pe li-maluo, iaidi pe li-bu.",,,"Banie was the god of the Living, but also the god of the Dead.",,,,,SN000245 ; SN000656 ; SN002188
XV000328,tkw,A-samame dapa iakia ne kulumoe iakapa Banie ka Teanu.,,,"You’ve been helpful to our people, in our islands of Banie and Teanu. (i.e. in Vanikoro).",,,,,SN000247
XV000329,tkw,Ni-ko me n-ajau kopi abia me le-waga i-dai kulumoe iakapa Banie.,,,"I want to print many copies, so I can distribute them across our whole Vanikoro territory.",,,,,SN000248 ; SN002655
XV000330,tkw,bwoe baro,,,[coconut-petiole shark] hammerhead shark,,,,,SN000250
XV000331,tkw,Basa ene i-meli.,,,My head aches.,,,,,SN000252 ; SN001334
XV000332,tkw,"Taluaito ini basa beme, kape i-padi basa ini.",,,"The (heathen) priest had a bald head, which he would paint.",,,,,SN000252 ; SN000305
XV000333,tkw,Basa eo i-epele.,,,[your head is smart] You're smart.,,,,,SN000253 ; SN000587
XV000334,tkw,Basa eo mumule!,,,[your head is stupid] You're a fool!,,,,,SN000253 ; SN001508
XV000335,tkw,Basa tae!,,,[No head!] You mindless!,,,,,SN000253
XV000336,tkw,"Dapa damala, basa dapa wako.",,,White people are clever. [their head is good],,,,,SN000253
XV000337,tkw,iote basa kuledi,,,the shorter one [lit. the one with short size],,,,,SN000254
XV000338,tkw,basa kava,,,a head of kava,,,,,SN000255
XV000339,tkw,"I-ium’ i-le, i-tau uro i-wene ne basa kuo iape teve tilu pon.",,,"First, he will burn some charcoal and rub it onto the two ends of the canoe.",,,magic on a canoe,https://doi.org/10.24397/pangloss-0003350#S19,SN000256 ; SN002116 ; SN002410
XV000340,tkw,"Basa iupa re po i-wen’ iu re, enga ini Popokia.",,,That mountain of ours up over there is called Popokia.,,,,,SN000258 ; SN000573 ; SN000739 ; SN001860
XV000341,tkw,"Tili' one emele pe tieli et' one i-ve, kape ne-kila ini metae, pe keba basa iune.",,,"My female cousin, born of my mother's sister, I am not allowed to marry her, because we belong to the same moiety.",,,,,SN000259 ; SN002295
XV000342,tkw,"Telepakau akapa mwaliko i-bu damiliko iape ka basa peini ini, kape le-teli ini.",,,"In our tradition, when someone dies, he must be buried by his children and by his clan.",,,,,SN000259 ; SN000364
XV000343,tkw,Mobo kape le-lui me le-sava basa.,,,"Tomorrow, there will be a ceremony of clan purchase.",,,,,SN000260
XV000344,tkw,"Li-ko noma, uña toñaki van li-ka, li-ka li-dai temaka i-katau uña basakulumoe.",,,"In the olden days, large ships would sail around the archipelago, going from island to island.",,,,,SN000264
XV000345,tkw,Makone peini basakulumoe iupa na.,,,It’s a dance from our country.,,,,,SN000265 ; SN000739
XV000346,tkw,basavono kula,,,sometimes,,,,,SN000266
XV000347,tkw,"Basavono pon, basavono peini pe li-pei idi.",,,That moment is a time of rejoicing.,,,,https://doi.org/10.24397/pangloss-0003350#S14,SN000266
XV000348,tkw,"Ne basavono ponu, kulumoe Tetawo idi mamote li-te ene.",,,"At that time, the village of Tetawo was still inhabited.",,,,,SN000266
XV000349,tkw,"Pon, i-wene ra basavono na.",,,It has remained there until today.,,,,https://doi.org/10.24397/pangloss-0003270#S10,SN000267 ; SN001898
XV000350,tkw,Na basavono na dapa va li-ka li-odo na.,,,People are still looking for it today.,,,treasure,https://doi.org/10.24397/pangloss-0003270#S12,SN000267 ; SN001540
XV000351,tkw,Basavono na toñaki ka moko.,,,"Today, the ship has turned into coral reef.",,,,,SN000267 ; SN000771 ; SN001426
XV000352,tkw,basavono pe li-anu kava,,,when we drink kava,,,,,SN000268
XV000353,tkw,"Basavono pe mwaliko i-bu, le-iu ebele ini i-wene ne kie ini.",,,"Whenever someone dies, their body is buried in a grave.",,,,,SN000268
XV000354,tkw,"Basavono po kape awoiu, dapa li-ovei.",,,"And when that was finished, people began to understand.",,,,,SN000268 ; SN001753
XV000355,tkw,"Meviro awoiu, ka li-te ne basavono wako.",,,"When the wars ended, they finally lived in peace. [lit. in good times]",,,,,SN000269
XV000356,tkw,"Li-vo aero i-dai, li-ngago bauluko i-dai, me kape le-mako ne to.",,,"They set up a fence all around [the area], and tied coconut palms around it, for people to dance inside.",,,,https://doi.org/10.24397/pangloss-0003351#S127,SN000271
XV000357,tkw,~vesu bavede,,,hoist the sail; hence sail,,,,,SN000274
XV000358,tkw,Li-bu bavede,,,furl the sail,,,,,SN000274
XV000359,tkw,Li-re bavede,,,release the sail,,,,,SN000274
XV000360,tkw,"Dapa noma, li-ovei pe li-loko uie woubo pe le-vei bavede peini.",,,People before used to weave sails out of pandanus leaves.,,,,,SN000274 ; SN001757 ; SN002455 ; SN002772
XV000361,tkw,Tabo li-ka be ponu.,,,They came back there.,,,,,SN000278
XV000362,tkw,"Metae kape ne-vete, susuko metae ka ni-tabo ni-mui be!",,,"I can't tell you, it wouldn't be accurate, and besides I've forgotten it all!",,,,,SN000279
XV000363,tkw,Mwoe iote be me kape le-le ene tae?,,,Isn't there another house where we could go?,,,,,SN000280
XV000364,tkw,"Iote be kape li-oburo, piene adapa Tetevo.",,,The next one they'll sing is in the Utupua language.,,,,,SN000280
XV000365,tkw,bea namuko,,,fish bowels,,,,,SN000281
XV000366,tkw,"U-do ngava, awoiu u-ia bea mina.",,,"You scrape off the scales, and then gut it [lit. remove its guts].",,,,,SN000281 ; SN000643
XV000367,tkw,bea ave,,,a cobweb,,,,,SN000282
XV000368,tkw,Li-bei ñe uie vilo kula.,,,We cover (the food) with a few leaves.,,,,,SN000284
XV000369,tkw,"Li-loko viñe basa dapa li-bei ñe voko, li-ko nga uo.",,,"They collected their skulls, and buried them under stones, like a cairn.",,,,,SN000284
XV000370,tkw,U-bei i-metelu i-wene ne mataiko ponu!,,,Squash (this ship) and let it sink in this very gulf!,,,invocation to a god,,SN000286 ; SN001369
XV000371,tkw,Ka i-bei nuduro.,,,[trample on a taboo] He has infringed the law.,,,,,SN000287
XV000372,tkw,Nanana kape le-bei bete vele?,,,Where shall we sleep [lit. squash mats] tonight?,,,,,SN000288
XV000373,tkw,"Kaipa pe-te, ene mou ne-bei bete ko.",,,"You guys stay here, I'll just go for a nap.",,,,,SN000288 ; SN000791 ; SN000918
XV000374,tkw,ebieve tilu beiuko,,,"two whole years, two solid years",,,,,SN000292
XV000375,tkw,U-vio beiuko na u-tabau!,,,"Stand firmly, don't fall down!",,,,,SN000293 ; SN001548 ; SN002035 ; SN002563
XV000376,tkw,bele voro,,,skin of stingray; grater,,,,,SN000294
XV000377,tkw,bele udo,,,banana skin,,,,,SN000295
XV000378,tkw,Li-la uo li-ta bele mina.,,,They're peeling off the skin of yams.,,,,,SN000295 ; SN001393
XV000379,tkw,Li-kai bele dero.,,,tear off the bark of the kaori tree,,,,,SN000296 ; SN000454 ; SN000789
XV000380,tkw,Bele ini koro.,,,It has a white cover.,,,,,SN000297
XV000381,tkw,Bele mwa eo enaka!,,,I want your lips!,,,,,SN000298 ; SN000554
XV000382,tkw,"Ni-la bele vilo, ni-ngago ñe waluko ene.",,,"I take a piece of bark, and tie it around my hips.",,,,,SN000300
XV000383,tkw,voro bele voro,,,"[sander stingray] k.o. stingray, whose skin is particularly suitable for sanding",,,,,SN000301
XV000384,tkw,"Li-bi vongoro li-kamai, li-loko i-vene ne belemele li-sabisi li-maliawo boso. Pon ra kokoro.",,,"They picked almonds and brought them home, poured them all up on the almond shelf; then they lit a fire underneath, to dry them up.",,,,https://doi.org/10.24397/pangloss-0003351#S107,SN000303
XV000385,tkw,Mwalik' iape i-ven' i-la vongoro ne belemele i-abu i-vo.,,,"Her husband climbed to take some almonds down from the shelf, and began crushing them.",,,,https://doi.org/10.24397/pangloss-0003351#S5,SN000303
XV000386,tkw,"Noma, mata pon, bemata pon! Tilu.",,,"In the olden days, their eyes were actually on two antennae.",,,mythical times,https://doi.org/10.24397/pangloss-0003351#S162,SN000304
XV000387,tkw,Dapa li-kila li-ko “Beme” pe ini beme.,,,They call him “Baldhead” because he's bald.,,,,,SN000305 ; SN000900
XV000388,tkw,Ni-bo beniawo ni-le ni-laioi.,,,I collected the ashes and threw them away.,,,,,SN000306 ; SN000332 ; SN001082
XV000389,tkw,bete peini uie kie,,,mat made of pandanus leaves,,,,,SN000310 ; SN002384
XV000390,tkw,li-vei bete,,,weave a mat,,,,,SN000310 ; SN002455
XV000391,tkw,li-bu bete,,,fold a mat,,,,,SN000310
XV000392,tkw,li-lu bete,,,roll a mat (to put it away),,,,,SN000310
XV000393,tkw,Okoro 'naka i-wene ne pwa bete ene.,,,My knife is under my bed.,,,,,SN000311 ; SN001881
XV000394,tkw,Madele i-betei.,,,The giant clam has shut itself.,,,,,SN000312
